budget,popularity,runtime,vote_average,vote_count,release_year,main_genre
0,1.903405,88,5.5,24,2001,Action
40000000,10.713521,127,7.6,721,1999,Drama
17000000,7.701041,95,5.5,160,2004,Comedy
24000000,6.589193,87,5.8,92,1999,Comedy
24000000,3.113009,107,4.7,49,2000,Action
24000000,5.566203,124,5.7,53,1999,Comedy
24000000,8.630825,89,5.0,141,2011,Comedy
24000000,23.343839,88,5.3,581,2010,Comedy
23000000,6.138213,118,6.5,55,2004,Drama
24000000,2.353441,93,4.1,19,1998,Comedy
0,0.515677,120,5.4,15,2004,Drama
24000000,26.324874,98,6.1,568,2010,Action
23600000,57.300674,88,7.2,3550,2009,Comedy
23000000,23.839127,90,5.9,512,1998,Comedy
18000000,78.51783,124,8.2,5879,1980,Action
19000000,33.872182,118,6.5,1699,1995,Action
23000000,27.33256,85,6.6,546,1991,Comedy
12500000,20.317469,101,6.5,910,2011,Drama
23000000,18.493202,108,6.7,1789,2000,Action
23000000,7.901891,97,6.0,118,2001,Comedy
23000000,53.682367,126,7.9,4097,2013,Drama
23000000,11.183197,97,6.3,325,2001,Drama
23000000,8.976738,114,5.9,66,1999,Comedy
0,2.634119,88,6.4,11,2000,Action
23000000,26.257951,93,5.6,505,2011,Action
0,6.130231,98,6.6,124,1996,Drama
0,4.030724,94,6.5,11,2008,Drama
23000000,6.921263,102,6.6,55,1999,Drama
23000000,12.869436,98,6.1,82,1991,Action
23000000,15.676123,124,6.6,261,2007,Drama
0,8.426589,110,6.6,246,2009,Drama
11000000,11.071522,90,5.8,101,2015,Drama
23000000,5.494047,86,5.9,56,2009,Comedy
23000000,6.618149,141,5.5,73,2004,Drama
23000000,7.876883,139,6.5,57,2009,Action
22700000,39.890798,96,6.7,902,1987,Comedy
22500000,22.096286,112,6.8,431,2014,Drama
22000000,41.967005,127,6.9,1339,1990,Drama
23000000,57.110486,119,6.5,1590,1998,Comedy
22000000,16.234053,97,6.3,489,1994,Comedy
20000000,11.263361,127,6.5,110,2002,Drama
22000000,20.699212,110,6.0,428,2007,Comedy
24000000,17.606087,135,7.3,385,1995,Drama
22000000,13.786075,84,4.6,304,2001,Action
22000000,35.227212,191,7.4,716,1982,Drama
22000000,27.898438,122,7.3,508,2014,Drama
22000000,23.218144,114,5.6,354,1995,Action
22000000,26.071644,132,7.2,530,2001,Drama
22000000,9.175762,138,5.9,83,2014,Drama
22000000,81.829237,121,6.6,2512,2003,Action
22000000,17.7091,108,6.1,319,2005,Drama
22000000,17.772518,108,6.0,301,2009,Comedy
22000000,5.609755,131,6.8,61,1993,Drama
22000000,10.259461,83,4.7,225,2005,Comedy
26000000,30.114383,105,6.2,551,2013,Comedy
22000000,12.887673,90,5.4,154,2001,Comedy
22000000,13.410919,94,6.0,223,2012,Comedy
0,3.70789,142,6.3,112,1999,Drama
22000000,21.865021,104,6.4,480,2001,Comedy
30000000,9.448517,106,5.4,201,2001,Drama
22000000,39.006187,106,5.7,1309,2016,Comedy
22000000,6.404571,98,5.3,72,2001,Comedy
22000000,35.737655,100,6.4,875,2013,Action
22000000,14.925633,106,6.2,239,2004,Comedy
22000000,14.725467,104,4.2,305,1993,Action
0,0.809588,104,3.6,8,2001,Action
0,0.816883,107,4.9,8,1970,Comedy
70000000,8.792054,77,3.8,48,1999,Comedy
25000000,25.002715,96,5.2,559,2015,Action
0,7.588597,114,5.9,128,2004,Drama
21000000,13.906611,145,7.2,277,2006,Drama
22000000,13.960945,116,7.2,212,2005,Drama
2000000,16.668854,100,5.5,224,2012,Action
0,6.847133,104,5.9,140,2008,Action
22000000,9.088209,121,7.4,98,1977,Action
22000000,12.445176,105,5.2,192,2010,Drama
0,4.61335,115,6.7,45,2007,Comedy
22000000,29.230298,116,6.5,720,2013,Drama
25000000,18.961323,119,6.5,501,2007,Drama
0,2.809378,101,6.3,46,1996,Comedy
21500000,12.819447,117,7.0,239,1999,Drama
17000000,15.013386,111,5.6,546,2012,Comedy
18000000,8.700565,136,5.5,139,1982,Action
21000000,27.197799,81,7.1,893,1999,Comedy
9000000,20.410354,90,6.9,497,2007,Comedy
21000000,10.207065,96,5.1,184,1993,Action
32000000,5.683281,106,6.3,123,2001,Comedy
21000000,63.599973,122,6.9,4742,2012,Comedy
21000000,17.746981,123,7.5,356,2007,Drama
0,1.934524,134,7.0,22,2010,Drama
21000000,34.433521,92,6.6,1692,2002,Action
20000000,26.21425,115,6.4,497,2008,Action
17000000,10.13559,98,6.7,189,2009,Comedy
21000000,5.815881,120,5.8,65,2008,Comedy
21000000,8.982335,117,6.5,52,2002,Drama
30000000,33.649652,127,6.6,840,2011,Drama
0,2.636193,102,5.5,14,1999,Comedy
21000000,13.847872,91,6.3,276,2011,Drama
35000000,4.189378,114,5.9,41,1982,Comedy
15000000,21.928025,97,6.7,475,1999,Action
18000000,68.159596,115,7.7,3854,1981,Action
18000000,81.487685,120,6.3,2395,1992,Comedy
20000000,52.456505,135,7.2,1098,1977,Drama
20000000,25.28436,100,6.1,613,1987,Action
20000000,8.351385,105,5.4,183,2003,Comedy
19000000,18.174804,119,8.1,4443,1991,Drama
20000000,21.815122,94,6.5,728,1992,Comedy
20000000,20.99174,94,6.4,428,2010,Action
20000000,12.25264,91,4.9,209,2008,Comedy
32000000,13.590677,95,5.2,221,2005,Comedy
20000000,21.657563,97,5.0,500,2014,Comedy
35000000,43.057323,108,6.7,1414,2003,Comedy
18000000,16.470895,101,5.4,442,1995,Action
37000000,28.703007,109,6.3,679,2004,Comedy
20000000,40.903931,115,6.7,934,2011,Comedy
20000000,22.001408,117,6.7,383,2003,Comedy
0,23.139971,107,6.9,923,2010,Drama
20000000,95.9229,134,7.9,3674,2013,Drama
20000000,4.748929,118,6.2,116,2002,Comedy
20000000,2.986286,121,6.1,29,2010,Comedy
20000000,47.51363,105,7.5,3601,1990,Drama
20000000,53.161905,110,7.6,2562,2016,Drama
0,7.050951,114,5.9,52,2012,Comedy
1800000,15.978136,104,7.4,422,1971,Action
20000000,42.512296,100,6.3,1252,2016,Comedy
20000000,10.098722,83,3.6,222,2006,Comedy
20000000,29.023184,127,7.4,817,2014,Drama
20000000,11.62423,89,4.6,191,2005,Drama
20000000,22.049787,96,5.8,381,2007,Drama
20000000,14.136476,111,6.8,276,2015,Drama
20000000,6.064638,86,3.2,326,2007,Action
20000000,41.503588,128,7.8,2686,2015,Drama
20000000,20.495749,110,5.9,292,2008,Drama
20000000,2.003047,124,6.0,24,1998,Comedy
0,11.349664,98,5.9,308,1991,Comedy
20000000,11.203335,115,5.8,129,2006,Comedy
20000000,8.265317,98,6.1,131,1979,Action
20000000,18.632156,104,5.8,481,2010,Drama
20000000,6.92592,127,7.0,114,1997,Drama
20000000,17.165039,82,4.2,315,2010,Comedy
25000000,25.785925,143,6.9,1055,2006,Drama
19800000,20.311684,103,6.5,505,2014,Comedy
20000000,20.975165,104,7.0,435,2008,Drama
32000000,26.509175,98,6.6,660,2004,Action
0,14.211699,124,6.4,194,1995,Drama
20000000,36.819044,86,4.6,793,2013,Comedy
20000000,7.902536,158,6.2,63,1969,Action
20000000,30.909699,128,7.1,612,2008,Drama
20000000,16.663797,107,5.7,295,2016,Action
19000000,17.971883,108,6.0,328,2011,Comedy
20000000,25.041992,108,6.3,444,1998,Drama
20000000,14.857884,113,6.3,257,2010,Drama
30000000,23.982956,113,7.0,628,2000,Comedy
20000000,3.996392,101,5.8,63,1996,Drama
20000000,30.387754,112,6.6,697,2008,Drama
20000000,56.481487,108,7.9,3652,2004,Drama
20000000,19.962713,105,6.0,368,2010,Comedy
20000000,18.666876,109,6.3,363,2008,Action
20000000,55.964605,109,6.7,1778,2013,Action
0,5.0348,99,5.8,143,2007,Action
20000000,28.019226,98,6.0,634,2009,Action
20000000,16.176976,104,5.9,525,2010,Comedy
20000000,17.237143,109,6.0,593,2011,Comedy
0,11.360997,119,6.5,119,1990,Action
20000000,15.804814,97,5.2,288,2006,Action
0,9.750557,105,6.3,148,2006,Comedy
40000000,4.100942,89,5.1,44,2009,Comedy
20000000,12.309715,106,6.7,175,1995,Comedy
20000000,16.074397,115,6.3,299,2008,Drama
20000000,17.016284,108,5.8,255,1998,Action
806948,93.067866,109,8.2,2320,1960,Drama
20000000,17.145287,101,5.4,220,2008,Comedy
20000000,27.256849,103,6.7,542,2014,Drama
20000000,7.878177,113,5.6,130,2007,Comedy
20000000,0.173964,98,4.9,7,1981,Comedy
20000000,14.370111,121,6.8,260,1985,Drama
20000000,11.090254,114,6.5,52,1998,Comedy
20000000,20.82778,124,7.1,334,2007,Drama
15000000,43.644978,148,7.8,3045,2007,Drama
20000000,8.244324,100,5.6,111,2006,Comedy
19000000,64.181668,108,6.9,1603,1996,Action
0,4.031585,103,6.3,39,1995,Comedy
20000000,13.658985,99,7.2,831,2004,Action
35000000,6.908351,88,4.3,20,2002,Comedy
20000000,10.446722,128,7.3,394,2007,Drama
20000000,32.243357,124,7.2,918,2003,Drama
20000000,9.149089,84,5.8,52,2004,Action
20000000,5.596835,101,5.3,83,2003,Comedy
0,5.214408,98,5.0,120,2000,Comedy
20000000,3.011205,199,6.5,41,1965,Drama
19500000,15.012237,111,6.2,336,2015,Drama
25000000,16.238961,87,3.0,240,2008,Action
20000000,15.21229,88,5.5,208,2009,Action
20000000,6.397042,97,6.5,125,1997,Action
20000000,19.220789,106,6.2,671,2011,Comedy
20000000,35.232278,95,5.8,715,2012,Action
40000000,9.842771,99,4.8,139,2004,Comedy
20000000,35.542809,96,5.9,861,2009,Action
0,7.829295,98,7.0,130,1994,Action
20000000,3.476925,123,6.1,12,2006,Drama
30000000,5.133744,101,6.4,81,2002,Action
20000000,14.031377,101,6.0,289,2005,Comedy
20000000,17.227376,96,6.1,139,2002,Action
0,17.98817,102,6.4,286,2008,Comedy
20000000,15.66135,108,5.7,220,2009,Action
20000000,19.705311,116,6.7,641,2010,Drama
0,2.645722,93,4.5,48,1994,Action
0,17.662683,102,6.2,424,2008,Comedy
0,2.894154,103,6.4,62,2005,Comedy
20000000,29.371987,115,5.6,797,2016,Action
20000000,11.352693,96,7.3,187,1997,Comedy
20000000,7.553773,98,5.4,62,1999,Comedy
20000000,30.477114,100,6.3,950,2015,Drama
20000000,9.927018,106,5.6,105,1989,Comedy
20000000,12.379781,101,6.5,147,1996,Comedy
20000000,12.643703,105,6.5,297,2007,Action
21000000,15.440465,99,6.5,284,2009,Drama
0,5.886228,88,1.9,35,2004,Comedy
0,6.925645,83,5.4,133,2005,Action
20000000,9.36146,84,4.7,78,2007,Action
20000000,6.102663,98,6.4,24,2004,Comedy
8000000,0.709143,149,6.5,15,1969,Comedy
20000000,45.742217,148,6.5,833,2014,Comedy
20000000,8.237336,110,5.9,88,2013,Drama
20000000,2.605374,83,4.1,20,2008,Comedy
12000000,29.072964,107,5.3,631,2013,Action
0,4.961306,87,4.7,69,2008,Comedy
0,8.628519,160,6.7,41,1999,Comedy
20000000,12.232048,106,7.0,185,2015,Comedy
15000000,27.133277,99,6.2,571,2011,Drama
0,13.621201,117,7.0,216,2012,Drama
20000000,9.292987,96,3.1,173,2005,Action
20000000,7.716606,111,5.4,126,2009,Comedy
20000000,7.698075,100,5.9,179,2004,Drama
20000000,37.629309,125,6.5,546,2014,Drama
0,2.405911,114,6.3,26,2008,Drama
0,3.350297,119,6.3,59,2008,Drama
20000000,13.032308,135,6.6,195,2007,Drama
20000000,15.131867,93,4.8,271,2012,Action
20000000,10.218307,114,6.8,203,2008,Comedy
21000000,12.761176,124,7.4,278,2008,Drama
0,0.49446,114,5.7,20,2003,Comedy
0,6.574285,124,4.9,9,1980,Comedy
2000000,14.617944,104,7.1,218,2005,Action
20000000,3.102987,118,6.8,36,2015,Drama
20000000,5.65327,84,3.3,12,2003,Comedy
20000000,44.566609,107,6.9,1552,2002,Action
40000000,8.978408,125,6.5,52,2008,Drama
0,10.150993,115,6.0,97,2000,Action
10000000,11.267676,122,5.4,156,2015,Drama
0,2.013405,101,5.8,14,2005,Drama
0,20.086645,101,5.9,286,2010,Drama
0,12.373248,86,6.1,107,2008,Comedy
0,12.283025,118,5.8,221,1998,Comedy
20000000,10.617236,107,4.5,139,2011,Action
20000000,6.377308,100,5.5,48,2002,Drama
20000000,3.620537,110,6.0,31,2010,Drama
0,4.127155,102,6.6,35,2008,Action
20000000,13.118983,95,6.3,130,2007,Drama
20000000,14.182301,83,5.3,68,2012,Comedy
0,0.416179,170,5.0,3,2014,Drama
20000000,7.444189,105,6.1,109,2016,Drama
19400000,20.746932,125,7.1,312,2006,Drama
27000000,7.727035,150,7.1,157,2008,Action
22000000,45.707835,181,7.6,1046,1990,Drama
20000000,28.497242,92,5.4,1584,2011,Comedy
19000000,11.47316,113,6.7,141,1989,Drama
19000000,25.28132,95,6.1,713,2004,Comedy
19000000,76.603233,116,8.0,6079,1985,Comedy
0,2.242809,113,6.0,40,2009,Comedy
27000000,1.224105,90,3.9,8,2016,Action
19000000,27.494037,101,5.9,583,2010,Comedy
18000000,18.47518,95,5.3,404,2003,Comedy
19100000,10.559414,109,6.5,208,2011,Action
0,1.916351,85,4.6,8,2000,Drama
20000000,28.867568,101,6.2,633,2010,Action
0,3.376967,110,5.9,43,2013,Action
25000000,7.436491,132,6.5,108,1984,Action
0,57.84156,131,7.4,1486,2013,Drama
19000000,17.952817,109,6.0,342,2008,Comedy
19000000,21.959742,100,6.4,465,2010,Comedy
19000000,4.229942,188,6.0,33,1964,Drama
19000000,11.766564,97,6.2,208,2011,Comedy
0,2.366251,121,5.8,40,2012,Drama
18000000,5.380733,116,6.1,12,1996,Drama
0,5.625989,110,6.8,69,2016,Drama
19000000,30.205943,90,6.0,588,2005,Drama
19000000,26.441669,114,7.3,638,2002,Comedy
0,1.583918,107,5.8,11,2013,Action
18500000,44.511363,118,7.2,1301,1998,Comedy
18500000,16.665841,100,6.0,518,2009,Comedy
18000000,36.471231,96,6.2,2713,2014,Comedy
23000000,85.30318,101,6.6,2472,1994,Comedy
18000000,20.716023,104,6.9,993,1988,Comedy
18000000,29.487784,82,6.5,1579,2006,Comedy
18000000,25.43954,96,6.1,882,2001,Comedy
18000000,15.314027,105,6.4,434,1984,Action
19000000,32.602868,122,6.3,659,2005,Drama
17000000,9.832326,88,5.5,308,1999,Comedy
16000000,33.452469,110,3.7,392,2014,Action
0,14.190837,103,6.2,249,2005,Comedy
18000000,6.501815,106,5.6,74,2004,Comedy
23000000,26.58873,91,6.5,656,2003,Comedy
16500000,36.15716,94,6.5,1013,1997,Comedy
18000000,16.027955,94,5.5,322,2016,Comedy
21000000,14.329891,99,6.3,238,2011,Comedy
18000000,50.009408,107,7.3,2093,1987,Action
18000000,31.82675,160,7.8,1076,1984,Drama
17000000,36.423717,97,6.9,2320,2004,Comedy
0,12.309718,113,6.4,172,2003,Comedy
19800000,11.693272,137,6.8,246,2001,Drama
18000000,12.243887,103,5.9,136,1986,Comedy
18000000,89.811154,119,7.4,4535,2014,Comedy
18000000,34.694216,98,7.0,1098,2013,Comedy
15000000,17.50138,111,6.9,367,2006,Action
18000000,11.238522,81,4.9,147,1996,Action
18000000,19.234672,106,6.9,342,2011,Action
18000000,4.504377,121,6.7,72,1970,Comedy
0,10.529143,86,5.6,225,2009,Comedy
18000000,18.379124,103,5.8,383,1984,Action
18000000,35.524457,129,7.7,938,1980,Drama
18000000,13.472365,109,5.6,180,2009,Drama
18000000,8.321586,109,6.7,167,1985,Action
0,7.668063,107,5.5,135,2009,Comedy
18000000,52.464877,94,7.0,2606,2010,Drama
0,11.423533,94,6.4,155,2000,Action
18000000,6.961736,115,6.8,90,2000,Drama
17000000,9.191187,107,5.4,167,2015,Comedy
18000000,4.492859,92,4.9,76,2004,Action
18000000,5.706767,125,7.2,120,2001,Drama
30000000,53.670525,122,6.8,1573,2015,Drama
18000000,14.15192,102,5.1,197,2009,Comedy
18000000,13.462544,87,5.9,319,2009,Comedy
18000000,11.725805,98,3.7,14,1981,Action
21000000,7.047975,109,6.2,92,2001,Drama
18000000,13.628601,108,7.3,236,1981,Drama
18000000,16.520516,90,4.9,246,2013,Action
18000000,14.916264,112,6.9,176,1997,Drama
18000000,9.633711,94,5.7,164,2014,Comedy
0,3.455018,105,5.6,56,1989,Comedy
0,1.946634,104,6.4,23,2004,Comedy
17000000,12.313143,117,5.8,177,1986,Drama
0,3.659292,112,6.7,55,2009,Drama
18000000,24.548633,127,7.3,630,1994,Comedy
18000000,17.683563,111,6.7,299,2013,Drama
18000000,31.887978,114,6.9,836,2008,Action
0,1.110179,99,3.5,15,1982,Action
0,9.814785,242,7.3,117,1996,Drama
25000000,1.876811,117,6.8,28,2009,Drama
18000000,32.717853,112,6.2,694,2016,Drama
0,8.945081,108,6.2,149,2003,Comedy
18000000,13.916583,116,6.7,273,2013,Drama
15238800,17.94739,144,7.2,255,2009,Drama
2700000,10.47644,93,5.9,108,1986,Action
18000000,10.991281,103,7.0,104,2002,Drama
18000000,6.333869,98,4.4,60,2008,Drama
18000000,1.138383,338,6.7,50,2010,Drama
18000000,8.266124,114,5.6,20,2009,Drama
0,0.910529,121,9.3,2,1999,Action
18000000,10.144222,92,4.5,179,2016,Action
18000000,9.244181,105,6.7,77,2006,Action
17900000,12.752463,89,5.0,206,1985,Action
20000000,33.436092,113,7.0,2100,2007,Comedy
0,3.107371,103,6.4,52,2009,Comedy
18000000,7.922639,90,5.7,82,2014,Action
23000000,28.973074,98,6.5,640,2008,Drama
15000000,23.980329,80,5.9,479,2005,Comedy
17500000,28.60542,121,7.5,793,2004,Drama
24000000,42.669304,89,5.9,966,2007,Action
17500000,7.180403,93,5.8,16,2013,Drama
18000000,21.638673,93,4.6,218,2014,Action
0,25.881355,101,7.4,1660,2001,Drama
18500000,67.66094,137,7.7,3220,1986,Action
17000000,20.786616,170,7.4,352,1964,Drama
17000000,70.668923,104,6.4,1219,2014,Comedy
16000000,23.425431,126,6.9,478,2004,Comedy
17500000,14.304444,110,5.8,172,2006,Comedy
17000000,3.56033,87,4.7,30,2003,Comedy
17000000,7.210095,123,6.7,110,2013,Comedy
17000000,23.491962,109,6.4,534,2006,Action
17000000,14.18136,94,5.2,297,2002,Comedy
17000000,12.709227,81,5.9,198,1998,Comedy
17000000,24.054062,86,6.0,849,2011,Drama
0,10.149569,98,5.1,64,2003,Comedy
0,14.023082,128,7.4,213,2015,Drama
0,9.054803,99,5.6,54,2010,Comedy
20000000,5.422285,105,6.0,32,2006,Drama
17000000,32.746486,112,7.3,2247,2012,Comedy
34000000,3.960098,108,4.8,63,2001,Comedy
0,10.178917,121,6.9,187,1998,Drama
0,2.184708,89,3.3,17,2006,Comedy
17000000,18.790102,133,6.2,293,2009,Drama
17000000,3.321095,154,6.3,36,1963,Action
17000000,5.787891,95,5.6,101,2009,Comedy
17000000,7.864011,107,4.9,95,2006,Comedy
17000000,17.062117,90,4.1,318,1987,Action
0,1.782666,94,3.0,6,2008,Drama
17000000,19.311572,122,7.0,331,2006,Action
0,2.897449,120,5.5,19,2004,Drama
40000000,36.960953,110,7.1,1615,2006,Drama
17000000,9.583578,98,6.8,59,2003,Drama
17000000,9.349386,144,5.2,153,2006,Action
17000000,2.215261,91,5.0,27,1977,Action
16500000,20.935169,102,7.0,428,1991,Comedy
16800000,4.358255,122,5.8,73,2006,Drama
15000000,24.898687,126,7.0,546,1987,Drama
16500000,20.898711,136,7.2,352,1995,Drama
16500000,18.236284,120,6.9,317,2007,Drama
16500000,10.74648,108,6.0,236,2007,Comedy
16500000,12.102725,126,7.0,199,2003,Drama
16400000,55.458584,129,8.1,2705,1989,Drama
16000000,35.777067,107,6.5,1859,1994,Comedy
16000000,18.430419,96,7.3,950,1989,Comedy
16000000,7.980632,129,7.4,131,1982,Drama
16000000,14.759948,93,5.9,542,2000,Comedy
0,9.229999,106,6.0,122,1999,Comedy
15000000,29.943316,100,7.3,1049,2011,Comedy
16000000,41.083914,94,7.6,1662,2012,Comedy
18500000,1.884558,120,6.4,30,2016,Drama
0,4.382761,80,3.7,78,2002,Comedy
19000000,90.809408,118,7.6,3041,2006,Drama
0,6.579017,94,4.8,44,2001,Action
16000000,7.854989,130,7.4,55,2001,Drama
16000000,11.807269,91,5.3,224,2011,Drama
17700000,15.976335,91,5.5,242,2001,Comedy
15000000,10.484642,110,5.3,215,1991,Action
12000000,38.623178,121,7.4,2199,2007,Action
16000000,8.8321,114,4.6,96,2008,Comedy
15000000,32.758254,96,6.7,1020,2008,Drama
25000000,6.091033,139,6.4,76,2007,Action
16000000,9.119797,94,5.4,103,2000,Comedy
0,9.423866,109,7.2,108,2002,Drama
16000000,32.257414,100,5.3,837,2009,Comedy
16000000,3.021835,96,5.4,43,2000,Comedy
16000000,7.612849,90,7.0,127,1987,Comedy
20000000,36.764666,113,6.9,948,2010,Drama
0,3.199784,99,5.7,42,2003,Comedy
20000000,9.455596,108,5.3,131,1988,Comedy
26000000,44.301745,125,7.6,988,1993,Drama
16000000,0.830596,97,4.6,10,2004,Comedy
0,2.637355,107,5.1,36,1979,Action
0,2.25453,112,5.5,34,2000,Comedy
16000000,8.711782,112,6.4,113,2002,Comedy
6500000,5.700333,95,6.7,100,1999,Comedy
16000000,29.253833,116,6.8,624,1986,Action
16000000,8.842869,113,6.7,90,2007,Drama
16000000,2.848727,97,4.3,48,1997,Action
16000000,13.832464,117,6.2,250,2013,Drama
0,4.488547,135,6.9,21,2005,Drama
20000000,38.802415,101,6.5,956,2013,Drama
16000000,9.400404,86,4.7,108,2004,Comedy
11000000,18.923181,106,6.8,615,2008,Comedy
0,2.397987,96,6.3,29,2008,Drama
13000000,20.39955,161,7.2,387,2009,Drama
16000000,7.251897,93,4.8,91,2012,Comedy
16000000,43.217089,93,7.7,1717,2009,Drama
16000000,14.529496,110,6.7,172,2013,Drama
16000000,20.59148,122,6.4,258,2014,Drama
15600000,2.244947,91,4.2,20,2002,Comedy
0,1.326264,115,5.7,16,2002,Drama
0,0.212108,99,5.3,3,2001,Action
15500000,6.630856,93,5.5,16,2005,Drama
15300000,18.20957,94,6.2,283,2001,Action
15500000,17.327279,95,6.3,317,2006,Comedy
15000000,29.843818,105,6.8,961,1984,Action
18000000,2.186927,103,7.1,2414,1990,Comedy
0,12.335827,102,5.8,253,1987,Comedy
21000000,20.818567,116,6.9,421,1982,Comedy
15000000,58.900647,110,6.7,1698,1986,Action
17000000,45.742254,120,7.2,927,2000,Action
15000000,80.878605,122,7.9,3313,1999,Drama
15000000,54.053576,118,7.6,2752,2010,Drama
15000000,17.638286,107,5.7,559,1988,Comedy
15000000,3.803495,102,6.4,52,2008,Drama
15000000,17.571533,154,7.7,338,1985,Drama
16000000,4.628525,120,6.5,48,2009,Action
14000000,145.364591,113,8.0,5723,2014,Drama
0,12.18838,109,6.0,102,1980,Comedy
15000000,3.826685,125,7.2,67,1980,Drama
15000000,21.095489,92,5.9,355,2010,Comedy
15000000,22.838834,98,7.1,410,1983,Comedy
15000000,27.165222,92,6.0,680,2013,Comedy
15000000,19.113278,103,6.8,338,2006,Drama
15000000,58.553213,92,7.1,1444,1988,Comedy
15000000,2.005111,113,6.1,33,2007,Comedy
18000000,16.418639,115,7.0,215,1994,Drama
17000000,43.675191,95,6.1,1206,2012,Drama
15000000,9.125594,88,5.6,197,2002,Comedy
15000000,19.786392,183,7.8,921,1978,Drama
15000000,13.581966,97,6.7,270,1997,Comedy
17000000,11.927667,94,5.7,280,2003,Comedy
35000000,30.556135,112,5.8,1138,2013,Drama
15000000,31.565117,98,5.9,584,2015,Comedy
0,7.921311,118,6.9,72,1993,Drama
15000000,19.284129,104,6.6,382,1997,Action
16000000,23.423082,89,5.5,431,2001,Comedy
7000000,49.517264,109,7.2,1170,2012,Drama
15000000,11.375032,106,5.8,156,2000,Drama
15000000,61.182331,123,7.8,3311,2014,Drama
0,7.314796,86,4.7,77,2003,Comedy
15000000,6.857923,120,6.9,155,2000,Comedy
15000000,41.286336,216,7.8,851,1962,Drama
15000000,42.952942,115,7.0,951,2014,Drama
15000000,19.760383,110,6.2,440,2009,Drama
15000000,10.194097,88,6.2,230,2005,Comedy
16000000,44.533612,98,7.6,1486,1987,Comedy
15000000,10.84158,126,6.9,151,2007,Drama
15000000,49.294864,100,7.4,3725,2011,Action
15000000,7.424798,89,5.1,221,2004,Comedy
15000000,5.164281,111,5.6,72,1998,Comedy
15000000,7.297757,115,6.3,130,2014,Drama
14000000,3.334804,106,6.1,61,2005,Comedy
20000000,2.027393,124,7.4,88,2000,Action
0,13.817269,107,6.9,275,1997,Action
15000000,13.237835,99,4.7,295,2009,Comedy
15000000,19.517239,101,6.3,380,1996,Drama
15000000,30.669913,124,7.3,1105,2005,Drama
0,9.681147,103,6.1,245,2010,Comedy
11500000,15.355589,134,7.5,202,1993,Drama
15000000,19.85579,155,7.5,796,1997,Drama
0,11.689337,94,5.5,119,1993,Action
15000000,3.043589,95,6.1,52,2006,Drama
0,4.115398,90,6.4,128,2002,Drama
20000000,7.679336,92,5.0,163,2006,Action
15000000,18.268009,94,6.0,421,2016,Action
15000000,7.809701,117,5.9,80,2010,Drama
15000000,35.395129,140,6.8,1653,2013,Drama
15000000,45.317278,108,6.0,639,2014,Action
15000000,4.302941,109,5.3,42,1999,Drama
15000000,47.006162,131,7.2,1840,2008,Drama
15000000,11.379652,114,5.9,173,1984,Action
0,8.710294,87,4.6,115,2001,Comedy
0,1.800119,85,5.9,25,2008,Comedy
25000000,11.782725,87,4.4,104,2000,Action
0,2.711955,121,5.1,17,2006,Drama
15000000,16.629173,107,7.0,978,2011,Drama
15000000,20.05902,111,6.7,357,2009,Drama
0,9.87419,97,6.4,126,2003,Action
0,2.857936,97,5.3,31,1999,Comedy
20000000,3.138118,125,6.3,32,2004,Drama
15000000,6.684096,124,6.2,64,1989,Comedy
15000000,17.672021,96,5.2,358,2012,Action
15000000,3.033471,93,4.8,32,1998,Comedy
15000000,41.089863,132,7.5,861,1985,Comedy
15000000,10.9071,103,6.0,211,2004,Drama
15000000,49.230089,117,7.8,2926,1998,Comedy
15000000,11.429607,116,6.6,243,2006,Drama
15000000,6.373316,118,6.5,85,2002,Action
16000000,9.717392,100,6.7,95,2007,Drama
15000000,8.074807,94,5.0,37,2000,Comedy
20000000,7.034752,94,4.7,146,2002,Comedy
0,7.250379,97,6.7,127,2002,Comedy
0,0.116873,98,4.7,3,1998,Comedy
0,7.712206,91,5.5,44,2006,Drama
15000000,25.329493,107,7.4,1388,2008,Comedy
15,5.112809,95,5.6,26,2013,Comedy
15000000,13.832376,102,5.6,156,2008,Comedy
15000000,7.446069,89,5.0,100,2009,Comedy
15000000,13.568302,106,6.0,243,2012,Drama
15000000,21.857387,92,6.8,350,2009,Comedy
15000000,12.163832,121,7.0,177,2005,Drama
0,8.962245,120,6.0,90,1999,Comedy
15000000,32.690038,103,7.2,886,2005,Action
25000000,8.583217,92,6.1,182,1999,Comedy
15000000,31.60985,147,7.6,1477,2001,Drama
0,12.295216,98,5.4,87,2007,Drama
22000000,12.4654,98,5.8,251,2010,Comedy
15000000,30.983397,104,6.8,737,2010,Drama
0,1.485324,276,7.0,12,2007,Drama
15000000,5.484679,98,4.8,27,1986,Drama
0,5.770246,111,6.5,12,1999,Comedy
0,2.414721,100,5.5,31,2015,Drama
0,0.470645,116,6.6,23,1999,Drama
92620000,32.351527,153,8.0,657,1927,Drama
12000000,17.493735,84,6.5,565,2004,Action
8000000,6.932221,116.0,6.7,85,1995,Drama
15000000,8.142166,105.0,6.6,157,2015,Action
15000000,6.329672,98.0,6.5,93,2001,Comedy
0,7.744166,105.0,7.4,100,2003,Drama
8500000,9.029489,98.0,6.0,152,2008,Action
12000000,22.708647,97.0,5.9,386,2010,Action
15000000,2.609057,93.0,5.0,22,1996,Action
15000000,19.913961,98.0,6.0,290,2008,Drama
